time,latitude,longitude,depth,mag,region
2021-02-20T03:38:46.254Z,53.9796,158.5575,161.61,4,79 km S of Mil’kovo  Russia
2021-02-21T00:59:33.957Z,54.9955,160.9379,10,4.5,106 km SE of Atlasovo  Russia
2021-03-02T15:20:08.892Z,53.5254,161.2018,35,4.5,178 km ENE of Petropavlovsk-Kamchatsky  Russia
2021-03-04T07:52:37.341Z,54.7108,159.2684,133.2,4.2,41 km E of Mil’kovo  Russia
2021-03-06T05:58:01.593Z,50.8612,157.5675,62.86,5.1,102 km SE of Ozernovskiy  Russia
2021-03-06T15:25:45.321Z,50.0587,155.5273,99.73,4.6,80 km SSW of Severo-Kuril’sk  Russia
2021-03-08T14:11:40.092Z,52.3692,160.789,10,4.4,162 km ESE of Petropavlovsk-Kamchatsky  Russia
2021-03-13T05:40:04.031Z,54.8361,164.5361,10,5,202 km SE of Ust’-Kamchatsk Staryy  Russia
2021-03-13T12:07:51.008Z,49.3957,157.3427,10,4.4,166 km SSE of Severo-Kuril’sk  Russia
2021-03-16T18:38:21.233Z,54.7368,163.1803,13.23,6.6,171 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-16T19:22:19.596Z,54.9987,163.0697,10,5,141 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-16T19:27:46.315Z,54.7095,163.2488,10,4.6,175 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-16T19:50:26.336Z,54.878,163.1718,10,4.3,156 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-16T19:51:28.132Z,54.7196,163.025,17.91,5.4,171 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-16T20:40:04.987Z,54.8299,163.2234,10,4.4,162 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-16T22:52:24.730Z,55.1422,162.8284,10,4.1,122 km S of Ust’-Kamchatsk Staryy  Russia
2021-03-17T00:01:28.256Z,54.8559,162.9044,10,4.4,155 km S of Ust’-Kamchatsk Staryy  Russia
2021-03-17T00:14:52.043Z,55.1705,162.8503,13.33,4.3,120 km S of Ust’-Kamchatsk Staryy  Russia
2021-03-17T00:54:33.773Z,54.9356,162.9796,10,4.2,147 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-17T03:16:35.052Z,54.9791,163.2529,10,4.4,147 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-17T08:14:40.835Z,55.0281,163.0968,10,4.2,139 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-17T09:49:28.134Z,54.9421,162.7549,10,4.6,144 km S of Ust’-Kamchatsk Staryy  Russia
2021-03-17T10:24:59.745Z,54.6541,162.8481,10,4.6,176 km S of Ust’-Kamchatsk Staryy  Russia
2021-03-17T12:32:16.483Z,54.5818,163.0547,10,4.8,186 km S of Ust’-Kamchatsk Staryy  Russia
2021-03-17T12:32:42.270Z,54.6432,163.1002,10,4.8,180 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-17T12:49:53.661Z,54.6786,163.1311,10,4.7,177 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-17T20:06:34.605Z,55.006,163.2598,10,4.2,off the east coast of the Kamchatka Peninsula  Russia
2021-03-17T23:14:19.534Z,55.0536,162.8206,10,4.4,132 km S of Ust’-Kamchatsk Staryy  Russia
2021-03-17T23:49:03.873Z,54.7438,163.067,10,4.4,169 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-18T00:09:35.590Z,54.7005,163.5077,10,5.3,182 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-18T02:21:57.393Z,54.8741,163.221,10,5.1,157 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-18T02:38:12.197Z,54.8051,163.3009,10,4.8,166 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-18T02:48:29.746Z,54.8635,163.3884,10,5.1,162 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-18T02:54:25.886Z,54.7649,163.4268,10,4,173 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-18T02:59:05.271Z,54.9757,162.7401,10,4.9,140 km S of Ust’-Kamchatsk Staryy  Russia
