time,latitude,longitude,depth,mag,region
2006-10-28T07:07:14.880Z,35.705,140.755,48.2,3.1,7 km WSW of Hasaki  Japan
2006-10-28T12:47:53.140Z,37.055,143.355,35,4.4,214 km ESE of Namie  Japan
2006-10-29T20:24:37.580Z,40.165,142.659,65.4,3.7,84 km NE of Miyako  Japan
2006-10-30T02:31:08.330Z,34.614,141.353,46.4,3.9,111 km ESE of Katsuura  Japan
2006-10-31T17:39:40.440Z,42.412,143.037,61,4.6,55 km E of Shizunai-furukawach?  Japan
2006-11-01T01:11:46.880Z,41.623,141.531,127.6,4.1,45 km NE of Mutsu  Japan
2006-11-01T14:21:36.720Z,42.349,143.029,58.8,4.9,54 km E of Shizunai-furukawach?  Japan
2006-11-05T21:57:17.820Z,40.05,142.245,65.3,4.2,51 km NNE of Miyako  Japan
2006-11-06T22:28:42.300Z,40.591,146.031,35,4,298 km SSE of Kushiro  Japan
2006-11-07T23:14:04.270Z,40.481,142.753,35.5,3.5,106 km E of Hachinohe  Japan
2006-11-12T07:22:11.380Z,33.971,141.48,38.7,4.1,168 km SE of Katsuura  Japan
2006-11-14T06:38:05.340Z,42.405,143.721,88.7,4,70 km SE of Obihiro  Japan
2006-11-14T12:33:00.510Z,39.217,142.292,81,3.7,near the east coast of Honshu  Japan
2006-11-15T08:39:08.870Z,36.523,140.566,57.7,3.9,6 km N of Funaishikawa  Japan
2006-11-18T13:31:21.750Z,41.183,142.613,54.3,4.1,116 km ENE of Misawa  Japan
2006-11-18T16:04:52.270Z,41.954,142.329,72,4.1,42 km S of Shizunai-furukawach?  Japan
2006-11-20T10:24:06.230Z,40.678,143.998,10.9,4.3,209 km ENE of Miyako  Japan
2006-11-22T17:04:48.990Z,40.012,142.947,52.7,4.4,95 km ENE of Miyako  Japan
2006-11-22T18:07:03.710Z,40.138,142.464,59,4.3,70 km NE of Miyako  Japan
2006-11-22T23:53:06.380Z,35.331,140.559,10,3.7,17 km ENE of ?hara  Japan
2006-11-23T18:35:02.730Z,35.005,139.109,10,4.1,4 km NNE of It?  Japan
2006-11-25T10:32:52.690Z,39.872,143.993,30,3.5,177 km E of Miyako  Japan
2006-11-25T14:07:08.710Z,39.67,141.992,67.8,4.4,5 km ENE of Miyako  Japan
2006-11-26T13:30:27.690Z,40.133,143.068,43.1,4.2,110 km ENE of Miyako  Japan
2006-11-28T14:11:24.980Z,41.899,142.44,73.5,3.4,48 km S of Shizunai-furukawach?  Japan
2006-11-30T02:59:21.100Z,37.304,139.456,49.3,4.1,45 km ESE of Tochio-honch?  Japan
2006-12-01T01:35:15.060Z,39.157,143.267,20.8,4.2,118 km ESE of Yamada  Japan
2006-12-02T00:30:35.880Z,36.459,142.562,59,3.8,163 km ESE of Iwaki  Japan
2006-12-02T00:49:19.670Z,36.437,142.57,34.5,4.6,165 km ESE of Iwaki  Japan
2006-12-02T20:26:02.750Z,41.473,142.019,61.6,3.5,70 km ENE of Mutsu  Japan
2006-12-03T09:12:38.350Z,37.069,141.193,50.8,4,27 km E of Iwaki  Japan
2006-12-03T09:31:37.040Z,39.218,143.367,6.3,4.4,125 km ESE of Yamada  Japan
2006-12-03T13:54:56.220Z,42.353,144.605,45.3,4.4,71 km SSE of Kushiro  Japan
2006-12-03T21:08:37.310Z,35.639,140.491,62.9,4.6,8 km ENE of Narut?  Japan
2006-12-04T10:43:36.030Z,42.592,142.699,53.3,3.7,39 km NE of Shizunai-furukawach?  Japan
2006-12-06T08:49:43.350Z,41.429,142.168,57.6,3.6,81 km E of Mutsu  Japan
2006-12-06T14:04:50.390Z,42.195,144.725,34.8,5.1,91 km SSE of Kushiro  Japan
2006-12-06T23:27:48.630Z,41.589,142.596,25.7,4.2,84 km SSE of Shizunai-furukawach?  Japan
2006-12-08T07:14:28.090Z,37.905,139.263,156,3.7,7 km NNE of Suibara  Japan
2006-12-09T03:10:52.450Z,35.69,139.941,80,4,4 km WSW of Honch?  Japan
2006-12-09T03:29:21.170Z,35.699,140.001,70.4,4.4,1 km E of Honch?  Japan
2006-12-09T20:47:06.710Z,35.462,140.934,35,3.8,31 km SSE of Hasaki  Japan
